Ecosystem Name,Type,Count
local flora,terrestrial,1
Natural elm populations,terrestrial,1
port ecosystems,terrestrial,1
urban and peri-urban,terrestrial,1
woody plants ecosystem,terrestrial,1
woody ecosystems,terrestrial,1
human-dominated ecosystems,terrestrial,1
global scale,-,1
port ecosystem,terrestrial,1
natural area ecosystem,terrestrial,1
post-industrial vegetation,terrestrial,1
floodplain system,aquatic,1
viticulture area,terrestrial,1
Mediterranean Biome,terrestrial,1
invaded experimental grasslands,terrestrial,1
degraded grasslands and fields,terrestrial,1
Sandbank,terrestrial,1
Mangrove,aquatic,2
Mediterranean Mountain Ecosystem,terrestrial,1
European North-East Russia ecosystem,-,1
boulder-field ecosystem,terrestrial,1
"urban, peri-urban, and forest ecosystems",terrestrial,1
taiga zone,terrestrial,1
European forest zone,terrestrial,1
sea coast,marine,1
lowland forest ecosystem,terrestrial,1
Neotropics,-,1
coastal environments,aquatic,1
palm tree ecosystems,terrestrial,1
Rural environments and protected forests,terrestrial,1
bamboo ecosystem,terrestrial,1
tropics and subtropics,terrestrial,1
Upper Guinea forest zone,terrestrial,1
Lake Sapanca Basin Ecosystem,aquatic,1
Turkish aphid fauna,terrestrial,1
Turkish marine ecosystem,marine,1
Ponto-Caspian ecosystem,aquatic,1
freshwater resources,aquatic,1
Afromontane,terrestrial,1
Robben Island ecosystem,terrestrial,1
Mediterranean-type biomes,terrestrial,1
urban parks,terrestrial,1
alpine pastures,terrestrial,1
seagrass systems,marine,1
Posidonia oceanica seagrass meadows,marine,1
northwestern Atlantic,marine,1
benthic assemblages,marine,1
New Caledonian ecosystems,terrestrial,1
Malagasy highlands ecosystem,terrestrial,1
Paranapanema River Ecosystem,aquatic,1
"Una, Ipojuca, Capibaribe and Pajeú River basins",aquatic,1
Corn-growing areas on smallholdings,terrestrial,1
neotropical floodplain,aquatic,1
Ecosistemas naturales y semi-naturales de Chile,terrestrial,1
Mediterranean flora,terrestrial,1
local ecosystem,aquatic,1
large aquatic ecosystems,aquatic,1
rice agroecosystem,aquatic,1
lacustrine ecosystem,aquatic,1
karst lake ecosystem,aquatic,1
Riverine,aquatic,1
Neotropical reservoir ecosystem,aquatic,1
functional ecosystems,-,1
Fynbos Biome,terrestrial,1
Southern African ecosystems,terrestrial,1
socioecological,terrestrial,1
eastern mistbelt forest,terrestrial,1
Drakensberg foothill moist grassland,terrestrial,1
mistbelt grassland,terrestrial,1
forest biome,terrestrial,1
Serengeti-Mara ecosystem,terrestrial,1
natural forest,terrestrial,1
protected area ecosystems,terrestrial,1
natural ecosystems in South Africa,-,1
subtidal zone,marine,1
natural ecosystems in KwaZulu-Natal Reserves,terrestrial,1
water catchment areas,aquatic,1
upland ecosystems,terrestrial,1
thicket,terrestrial,1
Riparian ecosystem,aquatic,1
catchment,aquatic,1
fynbos riparian ecosystem,terrestrial,1
Southern Patagonian Shelf Ecosystem (SPSE),marine,1
ballast sediment ecosystem,aquatic,1
Paraná River floodplain ecosystem,aquatic,1
European forest,terrestrial,1
terrestrial ecosystem influenced by cold winters,terrestrial,1
coffee agroecosystem,agricultural,1
mountain environment,terrestrial,1
Southeastern United States Ecosystem,terrestrial,1
coastal marshes,aquatic,1
post-mining area,terrestrial,1
mine heaps ecosystem,terrestrial,1
cultural ecosystem service,-,1
Caatinga ecosystem,terrestrial,1
sub-Antarctic islands,terrestrial,1
Norwegian water bodies ecosystem,aquatic,1
natural ecosystems,terrestrial/aquatic/marine,1
reef,marine,1
non-reef,marine,1
Atlantic Forest restoration sites,terrestrial,1
natural ecosystems surrounding plantations,terrestrial,1
chestnut forests and orchards,terrestrial,1
Andean Mediterranean sclerophyll forest,terrestrial,1
local communities,-,1
semi-natural habitats in Europe,terrestrial,1
Querco roboris-Pinetum ecosystem,terrestrial,1
POF ecosystem,terrestrial,1
Vistula Lagoon ecosystem,aquatic,1
benthic communities,aquatic,1
Northern Forests,terrestrial,1
dolines,aquatic,1
subtropical/tropical regions,terrestrial,1
Laguna de Términos ecosystem,aquatic,1
ecosystem services,terrestrial,1
deciduous forest understories,terrestrial,1
shallow-water marine ecosystem,marine,1
Mediterranean shallow rocky reefs,marine,1
harbours and marinas,marine,1
novel food web,terrestrial,1
exotic pastures,terrestrial,1
ephemeral river ecosystem,aquatic,1
secondary broadleaved forest,terrestrial,1
temperate and cold region ecosystems,aquatic,1
Caribbean coral reef,marine,1
Patagonian ecosystem,terrestrial,1
banana farms,terrestrial,1
coastal foredunes,terrestrial,1
nutrient-limited environments,terrestrial,1
Maritime Antarctica ecosystem,terrestrial,1
rocky intertidal zone,aquatic,1
recipient ecosystems,terrestrial,1
agro-ecological,terrestrial,1
habitats where non-native herpetofauna exist,-,1
high elevation Andes ecosystem,terrestrial,1
Australian Ecosystem,terrestrial,1
freshwater ecoregions,aquatic,1
not_specified,-,1
regional ecosystem,aquatic,1
seasonal dry tropical forest,terrestrial,1
British waterways,aquatic,1
Coastal marine ecosystem,marine,1
