Habitat Name,Type,Ecosystem Type,Count
benthic,aquatic,lake ecosystem,2
understory,terrestrial,Mediterranean ecosystem,1
floodplain habitats,terrestrial,riparian ecosystem,1
stream habitats,aquatic,riparian ecosystem,1
soil,terrestrial,peatlands,1
artificial water points (AWP),aquatic,rangeland ecosystem,1
forest-shrubland mosaics,terrestrial,southern temperate forest landscapes,1
soil environment,terrestrial,N-cycling ecosystem,1
reservoirs,aquatic,standing water bodies,1
natural lakes,aquatic,standing water bodies,1
banks,terrestrial,riparian zone,1
habitat conditions,-,-,2
intertidal habitats,marine,Mediterranean intertidal,1
cedar forests,terrestrial,North African forest ecosystem,1
population,-,-,2
two-patch environment,terrestrial,agricultural ecosystem,1
local habitat,-,-,1
hoop pine plantation,terrestrial,eucalyptus forests,1
farm,terrestrial,-,3
open eucalyptus forests,terrestrial,eucalyptus forests,1
breeding islets in the central part of the reservoir,aquatic,reservoir ecosystem,1
islets located close to the shoreline,aquatic,reservoir ecosystem,1
-,-,landscape,1
mussel beds,aquatic,northern Wadden Sea,1
depth transect,marine,Sargassum-bed,1
plankton community,aquatic,marine,1
marine benthic,marine,-,1
shallow-water habitats,aquatic,Mediterranean,1
hard bottoms,aquatic,Mediterranean,1
soft bottoms,aquatic,Mediterranean,1
intertidal areas,aquatic,Oosterschelde Estuary Ecosystem,1
subtidal areas,aquatic,Oosterschelde Estuary Ecosystem,1
marine benthos,marine,soft-bottom systems,1
benthos,aquatic,coastal ecosystem,1
sheltered sites in the Wadden Sea,marine,Wadden Sea ecosystem,1
oligohaline zone,aquatic,coastal marine ecosystem,1
coastal waters,aquatic,Atlantic Ocean ecosystem,1
coastal waters,aquatic,Mediterranean Sea ecosystem,1
oyster reefs,aquatic,South Atlantic Ocean,1
intertidal sandflats,marine,Wadden Sea,1
subtidal,marine,Milford Haven Waterway Ecosystem,1
intertidal,marine,Milford Haven Waterway Ecosystem,1
water transfer canal,aquatic,freshwater ecosystem,1
freshwater,aquatic,-,26
European badger setts,terrestrial,-,1
agricultural habitats,terrestrial,-,3
urban habitat,terrestrial,urban ecosystem,6
baited region,terrestrial,conservation asset,1
tree cavities,terrestrial,rainforest,1
greenhouse,terrestrial,Tomato crops,1
open-field,terrestrial,Tomato crops,1
tomato crops,terrestrial,agricultural ecosystem,1
protected tomato crops (greenhouse),terrestrial,greenhouse tomato crops,1
protected crops,terrestrial,agricultural ecosystems,1
open-field crops,terrestrial,agricultural ecosystems,1
wild flora,terrestrial,wild flora ecosystems,1
infested sentinel plants,terrestrial,-,1
nesting areas,terrestrial,pollinator ecosystem,1
habitats in Australia,-,Australian ecosystem,1
-,-,agro-ecosystems,1
fruit production areas,terrestrial,-,1
invaded habitats,-,-,3
fruit habitat,terrestrial,terrestrial ecosystem,1
anthropic shelters,terrestrial,woods,1
Fruits of wild and ornamental plants,terrestrial,Orchards,1
Vicia faba plants,terrestrial,agricultural,1
soybean plants,terrestrial,agricultural,1
orchards,terrestrial,agroecosystem,1
crop habitats,terrestrial,-,1
non-crop habitats,terrestrial,-,1
pear orchards,terrestrial,agricultural ecosystem,1
uncultivated areas,terrestrial,agricultural ecosystem,1
grassy areas,terrestrial,agricultural ecosystem,1
fruit orchards,terrestrial,temperate/Mediterranean,1
urban tree,terrestrial,-,1
plants,terrestrial,agro-ecosystem,1
potential points-of-entry,-,-,1
orchards,terrestrial,woody plant ecosystems,1
ornamental plant areas,terrestrial,woody plant ecosystems,1
forests,terrestrial,woody plant ecosystems,1
pine plantations,terrestrial,plantation forestry,1
Hive entrances,terrestrial,Bee Colonies,1
solanaceous plants,terrestrial,-,1
host fruits,terrestrial,fruit cultivation,1
plant xylem,terrestrial,forest ecosystem,1
forest trees,terrestrial,-,1
urban trees,terrestrial,-,2
host plants habitat,-,global ecosystems,1
pine plantations on sandy soils,terrestrial,pine forests,1
Douglas fir crown,terrestrial,European forests,1
soil,terrestrial,European forests,1
plantation habitat,terrestrial,forest ecosystem,1
Eucalyptus globulus plantations in Portugal,terrestrial,-,1
bioclimatic transition zone,terrestrial,submediterranean transition zone,1
urban garden,terrestrial,-,1
meadows,terrestrial,Not explicitly mentioned,1
pastures,terrestrial,Not explicitly mentioned,1
highland lakes,aquatic,-,1
native habitat of Podarcis pityusensis,terrestrial,island ecosystems,1
ERC,terrestrial,-,1
deciduous,terrestrial,-,1
grass,terrestrial,-,1
micro-algae,aquatic,-,1
artificial marine habitats,marine,marine,1
riverbed,aquatic,river ecosystem,1
banks,terrestrial,river ecosystem,1
shallow subtidal zone,marine,marine subtidal system,1
tidal reaches of the Columbia River estuary,aquatic,Columbia River estuary,1
terrestrial,terrestrial,terrestrial,3
soft-bottom salt marshes,terrestrial,salt marshes,1
rocky shores,terrestrial,-,1
multi-habitat sampling sites,aquatic,benthic–pelagic system,1
littoral area of the Ebro River,aquatic,Ebro River,1
freshwater habitat,aquatic,aquatic ecosystem,6
marine habitat,marine,Mediterranean Sea,5
Natura 2000 protected sites,terrestrial,natural and cultivated areas,1
shade trees,terrestrial,shade coffee plantations,1
fallow fields,terrestrial,local ecosystems,1
farm,terrestrial,agroforestry homegardens,1
understory,terrestrial,agroforestry systems,1
understory,terrestrial,monoculture stands,1
fields,terrestrial,terrestrial ecosystem,1
climatically suitable habitat,terrestrial,-,2
Open fields,terrestrial,Mediterranean,1
agricultural,terrestrial,-,2
bovine herds,terrestrial,tropical agrosystems,1
non-crop plants,terrestrial,crop and non-crop plant ecosystems,1
web of Tetranychus evansi,terrestrial,arthropod-host plant system,1
web of Tetranychus urticae,terrestrial,arthropod-host plant system,1
mussel beds,marine,Wadden Sea Ecosystem,1
shell banks,marine,Wadden Sea Ecosystem,1
urbanised landscapes,terrestrial,urbanised landscapes,1
semi-natural landscapes,terrestrial,semi-natural landscapes,1
deciduous and coniferous trees,terrestrial,-,1
heathland and wetland,terrestrial,-,1
Azores islands,terrestrial,-,1
broad bean plants,terrestrial,-,1
landscapes modified by humans,terrestrial,indigenous biota and ecosystems,1
field,terrestrial,local ecosystem,1
habitat heterogeneity,aquatic,invaded ecosystems,1
buildings (synanthropy),terrestrial,-,1
aphidophagous niches,terrestrial,aphidophagous coccinellid ecosystems,1
Pinus pinaster habitat,terrestrial,Pinus pinaster habitat,1
deciduous trees,terrestrial,European terrestrial ecosystem,1
urban habitats,terrestrial,urban ecosystem,6
hedgerows,terrestrial,arboreal ecosystem,1
herbaceous habitats,terrestrial,herbaceous ecosystem,1
eucalypt trees,terrestrial,-,1
marine habitats within Tinderbox Marine Reserve,marine,marine ecosystem,1
forest edges,terrestrial,native forest ecosystems of the southern hemisphere,1
wetland,aquatic,freshwater ecosystems,1
boat hulls,marine,marine ecosystem,1
marina,marine,marine ecosystem,1
stable dunes,terrestrial,coastal dunes,1
Puget Sound,marine,Northeast Pacific Ocean,1
Humboldt Bay,marine,Northeast Pacific Ocean,1
Coos Bay,marine,Northeast Pacific Ocean,1
Willapa Bay,marine,Northeast Pacific Ocean,1
marshes,terrestrial,marine,1
reef,marine,Hawaiian Reefs,1
boat hull surfaces,marine,marine ecosystem,1
lakes,aquatic,freshwater lakes ecosystem,1
shipping-related infrastructure,marine,marine ecosystem,1
littoral habitat,marine,Mediterranean ecosystem,1
leaf litter,terrestrial,coastal,1
weed infested shrublands,terrestrial,coastal,1
native shrublands,terrestrial,coastal,1
wetland marshes,aquatic,wetlands,1
ballast sediments,aquatic,-,1
upper Burdekin River,aquatic,Burdekin Basin,1
tributary systems of the Burdekin Basin,aquatic,Burdekin Basin,1
coniferous forest,terrestrial,forest ecosystem,1
hardwood forest,terrestrial,forest ecosystem,1
mixed conifer-hardwood forest,terrestrial,forest ecosystem,1
seagrass habitat,marine,seagrass ecosystem,1
habitats with greater disturbance,-,-,1
habitats with higher resource availability,-,-,1
disturbed habitats,-,-,4
invaded habitats,terrestrial,invaded habitats in China,1
unattended forests,terrestrial,forests,1
cultivated areas,terrestrial,agricultural fields,1
rangeland areas,terrestrial,-,1
soil,terrestrial,temperate and boreal forests,1
aquatic habitats,aquatic,-,2
terrestrial habitats,terrestrial,-,3
alkali sink soil,terrestrial,alkali site,1
non-sink soil,terrestrial,alkali site,1
intertidal mudflats,aquatic,turbid and tidal soft-sediment systems,1
successional forest canopy,terrestrial,native ecosystems,1
natural waterway,aquatic,-,1
Macroalgae,marine,Kelp Ecosystem,1
land,terrestrial,semiarid region of La Pampa and Mendoza,1
Posidonia oceanica meadows,marine,coastal ecosystems,1
sandy habitats,marine,coastal ecosystems,1
California grasslands,terrestrial,grasslands,1
disturbed conditions,-,-,1
estuaries,aquatic,coastal environments,1
bays,marine,coastal environments,1
mowed ditches,terrestrial,wetland and upland ecosystems,1
-,aquatic,Pasvik watercourse,1
embayments,aquatic,-,1
inland waters,aquatic,Italian inland water ecosystems,1
lake habitat,aquatic,lake ecosystem,7
stress-tolerant habitats,terrestrial,Mediterranean ecosystem,1
competitive and ruderal habitats,terrestrial,Mediterranean ecosystem,1
anthropogenic habitats,terrestrial,Mediterranean ecosystem,1
hedgerow network landscape,terrestrial,-,1
marine,marine,marine,5
low intertidal,marine,Gulf of Maine,1
open vegetation areas,terrestrial,Atlantic Forest,1
seagrass beds,marine,near-shore waters,1
mussel farms,aquatic,Estuarine ecosystem,1
province floras,terrestrial,natural habitats,1
soil,terrestrial,-,21
roots and stems of Spartina alterniflora,marine,salt marsh,1
dune soils,terrestrial,coastal dune system,1
leaf litter,terrestrial,Hawaiian Forests,1
flower heads,terrestrial,-,1
deep layers,aquatic,pelagic ecosystem,1
upper layers,aquatic,pelagic ecosystem,1
coastal areas,terrestrial,coastal areas,1
river corridors,terrestrial,river corridors,1
artificial ponds,aquatic,-,2
laboratory aquaria,aquatic,-,1
shrub layer,terrestrial,forest,1
tomato,terrestrial,cultivated ecosystem,1
weeds,terrestrial,non-cultivated ecosystem,1
coastal Euphorbia scrubland,terrestrial,roadside ecosystem,1
thermophilous scrubland,terrestrial,roadside ecosystem,1
Makaronesian laurel forest,terrestrial,roadside ecosystem,1
Soft-bottom environment,terrestrial,Salt marsh,1
understory,terrestrial,forest,2
Hawaii,marine,marine ecosystem,1
Caribbean,marine,marine ecosystem,1
-,marine,Mediterranean Sea,3
Oxford Botanic Garden,terrestrial,British Isles Ecosystem,1
island,terrestrial,Mediterranean ecosystem,1
island environments,terrestrial,pristine island ecosystems,1
river mouths,aquatic,Mediterranean ecosystem,1
natural habitat,terrestrial,-,2
estuarine,aquatic,estuarine,2
forest,terrestrial,wild environments,1
tree habitat,terrestrial,forest,1
"steep, dry, nutrient poor sites",terrestrial,dry bluff prairie ecosystem,1
cedar patches,terrestrial,dry bluff prairie ecosystem,1
fungal habitats,terrestrial,fungal resource ecosystem,1
highland,-,-,1
lowland,-,-,1
boulder zone,aquatic,Lake IJsselmeer,1
soft sediment,aquatic,Lake IJsselmeer,1
main channel,aquatic,Loire River ecosystem,1
tributaries,aquatic,Loire River ecosystem,1
forestry nurseries,terrestrial,-,1
abandoned agricultural fields,terrestrial,abandoned agricultural fields,1
exposed sandy beaches,terrestrial,Southwest Atlantic,1
forest floor,terrestrial,northern Hardwood forests,1
Eucalyptus plantations,terrestrial,Eucalyptus plantations,1
forest,terrestrial,pine forest ecosystem,1
wetlands,aquatic,freshwater wetlands,1
urban environments,terrestrial,urban areas,1
canopy gaps,terrestrial,forest ecosystem,2
pond,aquatic,European freshwater ecosystems,1
cyanobacteria-dominated phytoplankton community,aquatic,European freshwater ecosystems,1
landscape,terrestrial,-,1
pond,aquatic,-,3
naturally fragmented landscape,terrestrial,sagebrush-steppe ecosystem,1
roots of Eichhornia crassipes,aquatic,aquatic ecosystem,1
waterbodies,aquatic,freshwater,1
forest understorey,terrestrial,forest ecosystem,1
surface mineral soils,terrestrial,post-fire ecosystem,1
riparian herbaceous communities,terrestrial,subantarctic forests,1
floodplain channels,aquatic,floodplain ecosystem,1
benthic,aquatic,Caspian Sea ecosystem,1
habitat gradient,-,natural environments,1
intertidal zone,marine,tropical Atlantic mangrove forest,1
"scrublands, lawns, and grasslands",terrestrial,Fuegian steppe,1
"wetlands, heathlands, and salt grasslands",terrestrial,Fuegian steppe,1
urban,terrestrial,-,2
ruderal,terrestrial,-,3
roadside,terrestrial,-,4
scrub,terrestrial,-,2
subtropical reef community,marine,marine ecosystem,1
coastal waters,marine,ocean ecosystem,1
ecological niches free of native hosts,terrestrial,various European ecosystems where C. ohridella spreads,1
small stream fed by hot springs,aquatic,Euro-Mediterranean freshwater,1
tussock grassland relict,terrestrial,-,1
extrafloral nectaries,terrestrial,invaded ecosystem,1
dense deciduous forests,terrestrial,hardwood forests,1
Salt-marsh habitats,aquatic,Salt marsh ecosystem,1
Litter layer,terrestrial,Salt-marsh habitats,1
tree-parasitic fungus habitat,terrestrial,forest ecosystem,1
wetter habitat,aquatic,wetland,1
drier habitat,aquatic,wetland,1
cloud forest summits,terrestrial,cloud forests,1
landscape and habitat,-,-,1
colonized site,terrestrial,-,1
lake habitat,aquatic,Lake Naivasha,1
forest understory,terrestrial,forest ecosystem,2
xeric and exposed topographic positions,terrestrial,fire-dependent ecosystems,1
dunes,terrestrial,dunes ecosystem,1
plankton and water among bottom stones,aquatic,freshwater,1
reefs,marine,rocky reef ecosystem,1
solanaceous crops,terrestrial,-,1
brackish water habitat,aquatic,Mediterranean Sea,1
bioclimatically suitable habitat,-,littoral rainforests,1
islands,terrestrial,island ecosystem,2
estuaries,aquatic,-,1
harbours,aquatic,-,1
ballast water,aquatic,aquatic ecosystems,1
benthic communities,marine,marine ecosystems,1
benthos,aquatic,freshwater,1
drift,aquatic,freshwater,1
wet-dry tropics,terrestrial,tropical ecosystem,1
hard bottom marine habitat,marine,marine ecosystem,1
freshwater habitat,aquatic,freshwater ecosystems,5
lime trees,terrestrial,tree habitats,1
benthic habitats,aquatic,marine,1
artificial structures,marine,marine,3
waterbodies,aquatic,wetland,1
human-dominated landscapes,terrestrial,-,1
grasslands,terrestrial,-,11
riparian areas,terrestrial,terrestrial ecosystems,1
rainforest communities,terrestrial,terrestrial ecosystems,1
remnant natural vegetation,terrestrial,terrestrial ecosystems,1
epigaeic,terrestrial,terrestrial ecosystems,1
hypogaeic,terrestrial,terrestrial ecosystems,1
podocarp-broadleaved forest fragments,terrestrial,forest fragments,1
forest soil,terrestrial,soil ecosystem,1
wetland habitats,aquatic,wetlands,1
island,terrestrial,wetland,1
mainland,terrestrial,wetland,1
pelagic conditions,aquatic,-,1
littoral dwelling,aquatic,-,1
lakes,aquatic,aquatic,2
lake water body,aquatic,freshwater ecosystem,1
Great Lakes coastal waters,aquatic,lake ecosystem,1
northern inland lakes,aquatic,lake ecosystem,1
-,-,subantarctic ecosystem,1
macrobenthic habitats,marine,Mediterranean Sea,1
woodland,terrestrial,savanna,1
grassland,terrestrial,savanna,1
fire-sensitive forest patches,terrestrial,savanna,1
riverine woodlands,terrestrial,savanna,1
 zoogeographic region south of Cape Canaveral,marine,Marine ecosystem,1
benthos,aquatic,SW Atlantic coastal lagoon,1
shallow and marginal areas,aquatic,riverine ecosystem,1
tallgrass prairie,terrestrial,tallgrass prairie ecosystem,1
estuarine habitat,aquatic,estuaries,1
streams and rivers,aquatic,streams and rivers,1
mesotrophic coastal shallow lakes,aquatic,tropical lakes,1
productive systems,-,-,1
riparian areas,terrestrial,riparian forests,1
tree host,terrestrial,ecological zones of Arizona–California,1
