Relationship Name,Type,Count
nitrogen cycling and decomposition,ecological,1
nutrient dynamics alteration,ecological,1
multi-stressor,ecological,1
resource competition,ecological,4
risk of future invasions,anthropogenic,1
litter consumption,ecological,1
predictor of litter disappearance,ecological,1
invasion and ecological change,ecological,1
impact of climate change,environmental,1
impact of plant invasion,ecological,1
provision and conflict of ecosystem services,ecological,1
habitat access,ecological,2
population impact,ecological,9
seed and seedling predation,ecological,1
influence on fire frequency thresholds,ecological,1
pollination and seed dispersal,ecological,1
inhibition,ecological,5
impact on soil properties,ecological,6
influence on decomposition rates,ecological,1
biomass contribution correlation,ecological,1
vegetation-fire feedback,ecological,2
environmental sensitivity,ecological,1
physical impact,physical,1
NIS occurrence,ecological,1
distribution linked to food and temperature,ecological,1
impacts of climate change,ecological,1
lack of conservation,ecological/anthropogenic,1
biogeographical and ecological processes interaction,ecological,1
threat from global changes,ecological,1
potential distribution,ecological,21
impact on resident dynamics,ecological,1
competition type vs. susceptibility to invasion,ecological,1
Herbivory-induced extrafloral nectar,ecological,1
invasion process,ecological,10
migration and management,ecological,1
agricultural damage,ecological,1
herbivore feeding,ecological,1
invasive pest presence,ecological,1
exotic species presence,ecological,2
population growth,ecological,6
impact of fire regime,anthropogenic,1
fire control,ecological,1
site-specific control,ecological,1
invasion significance,ecological,1
predator-mediated interaction,ecological,1
shared predation,ecological,1
competition for breeding sites,ecological,1
invasion dependency,biological,1
abundance relationship,physical,1
richness relationship,ecological,1
depth distribution,physical,1
favorable conditions,ecological,3
low abundance,ecological,1
high abundance,ecological,4
structural change,ecological,1
influence on biodiversity,ecological,1
location context,physical,1
biomass contribution,ecological,2
high biocontamination,ecological,1
first occurrence,ecological,5
cryptic invasion,ecological,1
presence of non-native species,ecological,2
habitat climate change impact,ecological,1
species competition,biological,2
habitat replacement,ecological,1
invasion history,ecological,3
settlement and distribution,ecological,1
abundance and mortality,ecological,1
species distribution expansion,ecological,1
introduction source,ecological,5
establishment,ecological,119
invasion event,ecological,8
den sharing,ecological,2
predator-prey,biological,10
weak colonization,ecological,1
impact reduction,ecological,4
density control,ecological,1
competition for nest sites,ecological,1
population increase,anthropogenic,1
propagule pressure promotes invasions,ecological,1
colonization pressure matters,ecological,1
no evidence of escape from parasites promoting invasions,ecological,1
pest invasion,ecological,5
initial detection,ecological,6
pest infestation,ecological,7
intraguild predation,biological,3
presence of alien species,ecological,5
trap attraction,ecological,1
intraguild predation,ecological,19
spreading centre,ecological,1
trade flow,anthropogenic,1
pest,ecological,7
multiple invasions,ecological,2
genetic diversity,genetic,1
dominance,genetic,1
frequent occurrence,genetic,1
biological control,ecological,65
host competition,biological,2
capture correlation,ecological,1
population predictor,ecological,1
host utilization,biological,1
pest-host relationship,ecological,6
temperature impact,physical,1
symbiotic impact,biological,1
spread and impact,ecological/economic,1
tritrophic signaling,ecological,1
disrupted signaling,ecological,1
predation and parasitism,ecological,2
pest impact,ecological,9
occasional interaction,ecological,1
plant-herbivore interaction,ecological,5
source of invasion,ecological,7
trapping and detection,ecological,1
increase in trap captures,ecological,1
economic impact,economic,31
species introduction,anthropogenic,10
host preference,ecological,1
genetic diversity,ecological,2
colonisation,biological,3
genetic clusters,ecological,1
boring and inoculating,biological,3
attack,ecological,6
interactions in management,anthropogenic,1
dsRNA delivery into invasive species,biological,1
abiotic interaction,ecological,1
biotic interaction,ecological,7
indirect biotic interaction,ecological,1
naturalization,ecological,7
higher wildling abundance,ecological,4
range shrinking,ecological,1
elevational shift,ecological,1
increase in species richness,ecological,2
drivers of range shifts,ecological,1
genetic variation comparison,biological,1
introduction and management,anthropogenic,3
population differentiation,ecological,2
disease transmission,biological,12
host-pathogen,biological,16
invasive distribution,ecological,2
distribution and habitat suitability,ecological,2
depredation risk,ecological,1
control program establishment,anthropogenic,1
eradication target,ecological,1
management challenge,anthropogenic,3
impact_relationship,ecological,4
carrier_relationship,biological,1
habitat-mosquito abundance relationship,ecological,2
expansion and colonization,ecological,1
feeding,ecological,18
historical presence,ecological,2
increase in prevalence,ecological,1
recruitment facilitation,ecological,1
salinity adaptation and distribution,ecological,1
dispersal and colonization traits,ecological,3
morphological similarity,biological,3
facilitation of colonization and survival,ecological,1
niche differentiation by filter mesh size,ecological,1
resource utilization,ecological,8
resource consumption,ecological,3
competition and facilitation,ecological,3
chemical interaction,ecological,3
chemical differentiation,biological,1
increase in pollen concentration,ecological,1
seasonal pollen dispersal,ecological,1
opportunistic benefit,anthropogenic,1
location_of,physical,1
component_of,ecological,1
influences,socioeconomic,2
higher recruitment,ecological,1
anatomical injury,ecological,1
distribution and ecological modeling,ecological,1
potential spread area,ecological,2
potential colonization,ecological,3
pest threat,ecological,3
native origin,ecological,4
first report,ecological,2
vector competence,biological,8
physiological adaptation,ecological,1
shelter effectiveness,ecological,1
competition or reef forming,ecological,1
diet,ecological,3
introduction for biological control,anthropogenic,1
introductions and spread,ecological,1
disruption potential,ecological,1
natural enemy regulation,ecological,1
stronger regulation,ecological,1
pathogenic interaction,biological,7
established in,ecological,1
suppression,ecological,10
restoration,ecological,2
non-target effects,ecological,1
alteration,ecological,10
role in establishment,ecological,1
potential competition,ecological,4
generation time ratio hypothesis,ecological,1
alien species introduction,ecological,3
community interactions,ecological,2
host-parasite/pathogen relationship,biological,1
threat to biodiversity,ecological,7
pest control,ecological,5
population density impact,ecological,1
intraguild predation (IGP),ecological,3
performance comparison,biological,4
biological control agent relationship,ecological,1
larval survival,ecological,1
performance improvement,ecological,1
herbivore-host,biological,3
predation/competition,ecological,3
negative impact relationship,ecological,1
limited impact relationship,ecological,1
combined impact relationship,ecological,1
competition and impact,ecological,6
biocontrol agent,ecological,2
mortality factor,biological,2
parasitoid,biological,1
evolutionary trap,ecological,1
introduction of species to location,ecological,1
impact on ecosystem,ecological,20
trade-offs in growth and reproduction,ecological,1
composition reflection,ecological,1
