Species Name,Role,Count
ascidians,invasive,4
semimytilus algosus,invasive,2
aulacomya atra,native,2
indo-pacific lionfish (pterois volitans/miles),invasive,2
shewanella,-,2
vibrio,-,3
rhodobacteraceae,-,3
bacillus,-,1
pseudoalteromonas,-,1
tropicibacter,-,1
photobacterium,-,1
exiguobacterium,-,1
kocuria,-,1
ruegeria,-,1
marinobacter,-,2
bacteroidetes,-,3
granulosicoccus,-,2
perna viridis,native,1
styela plicata,introduced,6
fistularia commersonii,invasive,4
metazoan parasites,-,1
non-indigenous species (nis),invasive,2
diadumene lineata,introduced,1
amphistegina lobifera,invasive,4
pacific oyster (crassostrea gigas),invader,1
lionfish (pterois volitans/miles),invasive,1
red grouper (epinephelus morio),native,1
generic marine organism,-,1
bluespine unicornfish,native,1
gracilaria salicornia,invasive,3
hydroides dianthus,invasive,1
hydroides cf. dianthus,invasive,1
amphipods,alien,1
crassostrea gigas,introduced,14
bellorchestia quoyana,native,1
macrocystis pyrifera,native,2
durvillaea antarctica,native,1
ulva spp.,native,2
ostreida,-,1
mytilida,-,1
pectinida,-,1
macroalgae,native,1
laminaria spp.,native,2
gracilaria vermiculophylla,native/introduced,2
styela clava,invasive,7
vaucheria cf. velutina,introduced,1
arenicola marina,native,2
clibanarius erythropus,range-shifting,1
gastropod,potential range-shifting,1
annelids,potential range-shifting,1
macroalgae,potential range-shifting,1
corbicula fluminea,exotic,2
diplodon fontaineanus,native,1
neotyphodium,-,1
tall fescue,exotic,1
italian ryegrass,exotic,1
ralstonia solanacearum biovar 2,native,1
kzr-5,native,1
kzr-1,native,1
1609,native,1
715,native,1
tomato,native,1
acanthophora spicifera,invasive,3
gracilaria coronopifolia,native,1
laurencia nidifica,native,1
microbial communities,-,1
cyanobacteria,symbiotic,1
dipogon lignosus,invasive,1
bradyrhizobium sp.,-,1
rhizobium sp.,-,1
burkholderia sp.,-,1
burkholderia tuberum,-,1
picea abies,native,5
physokermes piceae,invasive,1
skeletonema menzelii,occasionally advected,1
skeletonema marinoi,cosmopolitan,1
skeletonema grevillei,introduced,1
cuscuta australis,introduced,1
arbuscular mycorrhizal fungi,-,10
acacia melanoxylon,invasive,7
acacia dealbata,invasive,31
alnus glutinosa,native,4
quercus robur,native,9
bacterial pathogens,introduced,1
antibiotic-resistant bacteria,introduced,1
manure-borne bacteria,invasive,1
firmicutes,invasive,1
eurasian red squirrels,native,1
grey squirrels,alien,1
pundamilia nyererei,native,1
pundamilia pundamilia,native,1
trichosurus vulpecula hypoleucus,native,1
dasyurus geoffroii,native,2
vulpes vulpes,introduced,6
felis catus,introduced,10
limnodynastes convexiusculus,native,1
litoria rothii,native,1
guttural toad,native/invasive,1
tamarix,non-native,1
olive hymenachne (hymenachne amplexicaulis),invasive,1
common myna (acridotheres tristis),introduced,3
australian native parrots,native,1
eucalyptus camaldulensis,alien,1
quercus laurifolia,native,1
quercus virginiana,native,1
palms,non-native/invasive,1
invasive trees,invasive,3
cactaceae,invasive,4
endemic species,native,7
species of conservation concern,native,1
brachypodium genuense,invasive,1
rupicapra pyrenaica ornata,native,1
arable plants,-,1
tectona grandis,native and non-native,1
alien plants,alien/invasive,2
potamocorbula amurensis,invasive,1
lycoriella,alien,1
sciaridae,alien,1
kontikia andersoni,invasive,1
arthurdendyus vegrandis,invasive,1
thin-billed prion,native,1
ship rat,introduced,2
house mouse,introduced,1
tussac grass,native,1
gorse,introduced,1
rabbit,native,1
poa trivialis,alien,1
merizodus soledadinus,non-native,1
trechisibus antarcticus,non-native,1
merizodus soledadinus,invasive,8
ground beetle,alien,1
anatalanta aptera,-,1
calycopteryx moseleyi,-,1
amalopteryx maritima,-,1
corella eumyota,invasive,1
corella antarctica,-,1
poa pratensis l.,non-native,1
diptera,alien,1
coleoptera,alien,1
lepidoptera,alien,1
phoridae,alien,1
noctuidae,alien,1
plectus murrayi,-,1
plectus frigophilus,-,1
nanorchestes antarcticus,-,1
cryptopygus,native,1
nematodes,-,6
tardigrades,-,1
poa annua,alien,4
chinook salmon,invasive,3
protaphorura fimata,introduced,1
proisotoma minuta,introduced,1
parisotoma notabilis,introduced,1
ceratophysella succinea,introduced,1
collembola,introduced,3
myzus (nectarosiphon) persicae,alien,1
chaetophractus villosus,invasive,1
trechisibus antarcticus,introduced,1
oopterus soledadinus,introduced,1
palythoa caribaeorum,native,3
isognomon bicolor,introduced,3
amphiroa sp.,-,1
jania sp.,-,1
tubastraea coccinea,invasive,6
pterois volitans/miles complex,invasive,2
epinephelus morio,native,1
mycteroperca microlepis,native,1
epinephelus flavolimbatus,native,1
lutjanus campechanus,native,2
rhomboplites aurorubens,native,1
tubastraea spp.,invasive,4
abudefduf vaigiensis,range-extending,1
microcanthus strigatus,native,1
rhinogobius giurinus,introduced,4
micropercops swinhonis,introduced,1
hemiculter leucisculus,introduced,1
rhinogobius cliffordpopei,introduced,4
neosalanx taihuensis,invasive,1
schizothoracinae,native,1
schizothorax o'connori,native,1
schizopygopsis younghusbandi younghusbandi,native,1
ptychobarbus dipogon,native,1
amegilla chlorocyanea,endemic,1
apis mellifera,naturalised/invasive,1
epilobium hirsutum,native,1
betula pendula,native,5
fagus sylvatica,native,7
arion vulgaris,invasive,8
earthworms,-,3
deroceras reticulatum,invasive,1
phasmarhabditis hermaphrodita,native,1
reynoutria japonica,invasive,13
rudbeckia laciniata,invasive,6
plantago lanceolata,native,5
trifolium repens,native,2
arbuscular mycorrhizal fungi (amf),native,3
impatiens glandulifera,alien,4
reynoutria japonica,alien,1
rudbeckia laciniata,alien,1
solidago gigantea,alien,4
artemisia vulgaris,native,4
phalaris arundinacea,native,2
"crop, weed and pasture species",native,1
cory's shearwater (calonectris diomedea borealis),native,1
mouse,introduced,1
rat,introduced,2
cat,introduced,1
sturnus vulgaris,invasive,4
echinostoma revolutum group,native,1
synhimantus nasuta,native,1
microtetrameres sp.,native,1
pterothominx exilis,native,1
ornithocapillaria ovopunctata,native,1
plagiorhynchus cylindraceus,native,1
sciurus carolinensis,introduced,5
strongyloides robustus,alien,3
trypanoxyuris sciuri,native,3
proterorhinus semilunaris,invasive,3
gyrodactylus proterorhini,non-indigenous,1
ring-necked parakeet,introduced,1
monk parakeet,introduced,1
neopsittaconirmus lybartota,introduced,1
paragoniocotes fulvofasciatus,introduced,1
oreochromis mossambicus,invasive,8
gill parasites,-,1
aedes japonicus,invasive,12
culex pipiens,native,6
myiopsitta monachus,invasive,6
columba livia forma domestica,native,1
ornithonyssus bursa,alien,2
native mosquito species,native,1
podarcis siculus,invasive,3
podarcis virescens,native,1
haemogregarine parasites,alien,1
salmo trutta,introduced,11
galaxias vulgaris,native,1
conoesucidae caddisflies,native,1
deleatidium,native,1
opportunistic colonisers,invasive,1
sessile marine invertebrate,native,1
ammophila arenaria,alien,1
sporobolus virginicus,native,1
plant-parasitic nematodes,-,1
daphnia obtusa,native/introduced,1
plants,native/introduced,5
rhinocyllus conicus,invasive,4
cirsium undulatum,native,3
cirsium canescens,native,3
north american gooseberry species,introduced,1
british gooseberries,native,1
invertebrate herbivores,-,3
american gooseberry mildew,co-evolved,1
nesoryzomys swarthi,native,1
berberis thunbergii,invasive,5
kalmia latifolia,native,2
vaccinium corymbosum,native,2
aphanius fasciatus,native,3
lumbricus rubellus,invasive,3
european earthworms,invasive,4
solenopsis invicta,native,1
camponotus blandus,native,1
pheidole cf. obscurithorax,native,1
crematogaster quadriformis,native,1
rosa rugosa,invasive,8
senecio inaequidens,invasive,15
microstegium vimineum,invasive,8
white-tailed deer (odocoileus virginianus),native,1
hesperodiaptomus shoshone,-,1
bufo marinus,invasive,14
opisthodon ornatus,native,1
anadara trapezia,native,4
asteraceae,-,10
microcosmus squamiger,native,2
non-indigenous plants,non-native,1
exotic plants,non-native,1
natives,native,4
spanish natives,native,1
woody alien species,invasive,1
herbaceous alien species,invasive,1
ambrosia artemisiifolia,native,2
invasive grass,invasive,2
australian native grasses,native,1
solidago gigantea,native/introduced,1
lolium multiflorum,invasive,3
neotyphodium,symbiont,1
exotic grasses,invasive,3
herbivorous insects,-,1
asteraceae,native,5
asteraceae,native/introduced,1
vulpes vulpes,alien,1
rattus fuscipes,native,3
antechinus stuartii,native,1
adelges tsugae,invasive,12
fiorinia externa,invasive,7
tsuga canadensis,native,12
anas platyrhynchos,native,2
aquatic gastropods,introduced,1
anabaena variabilis,native,1
aphanothece clathrata,native,1
synechococcus elongatus,native,1
cryptomonas sp.,native,1
nannochloropsis limnetica,native,1
scenedesmus obliquus,native,1
dactylis glomerata,introduced,1
centaurea stoebe,invasive,11
stoloniferous plant species,native/introduced,2
asclepias curassavica,invasive,1
gomphocarpus fruticosus,invasive,1
gomphocarpus physocarpus,invasive,2
robinia pseudoacacia,introduced,3
pinus rigida,native,1
quercus velutina,native,1
quercus alba,native,2
chrysanthemoides monilifera ssp. rotundata,exotic,1
senecio madagascariensis,invasive,8
senecio pinnatifolius var. pinnatifolius,native,2
senecio pterophorus,native/introduced,1
neovison vison,invasive,11
lespedeza cuneata,invasive,8
ambrosia artemisiifolia l.,invasive,6
clonal plant species,invasive,1
clonal plant species,non-invasive,1
damselfly larvae,invasive,1
diving beetles,native,1
lepomis gibbosus,native,2
leptinotarsa decemlineata,invasive,6
lepidoptera,-,6
rhamnus cathartica,invasive,11
crayfish,native/invasive,1
epiphytic ferns,native,1
ants,native/introduced,2
ruderal species,introduced,1
rhagoletis alternata,native,1
rosa rugosa,introduced,1
ehrharta erecta,invasive,1
native grass species,native,2
sturnus vulgaris,non-native,1
starling,non-native,1
exotic woody plants,introduced,1
indigenous phyllophagous insects,native,1
indigenous woody plant species,native,1
external leaf chewers,-,1
leaf miners,-,1
tanacetum vulgare,native/invasive,1
poa pratensis,-,1
thaumetopoea pityocampa,native,1
pine species,native/introduced,1
natterjack toad,native,1
elongate hemlock scale,invasive,1
hemlock woolly adelgid,invasive,4
eastern hemlock,native,2
cirsium arvense,non-native,2
lepidium virginicum,invasive,1
lolium perenne,invasive,1
medicago sativa,invasive,1
agropyron cristatum,native,1
cytisus scoparius,invasive,14
ecklonia radiata,native,4
heliocidaris erythrogramma,native,3
vallisneria americana,native,2
callinectes sapidus,-,1
waitzia acuminata,native,3
invasive annual grasses,invasive,2
knotweed,invasive,3
native competitors,native,2
elymus canadensis,native,3
pascopyrum smithii,native,4
agropyron cristatum,invasive,4
bromus inermis,invasive,8
centaurea stoebe,range-expanding,1
centaurea jacea,native,2
alliaria petiolata (garlic mustard),invasive,2
big-headed ant,invasive,1
acacia trees,native,1
dorymyrmex tener,native,2
camponotus distinguendus,native,1
dorymyrmex richteri,native,1
carduus thoermeri,exotic invasive,1
brachycaudus cardui,native,1
rhinocyllus conicus,native,1
tamarix ramosissima,invasive,4
pluchea sericea,native,1
prosopis pubescens,native,1
salix exigua,native,2
hydromedion sparsutum,native,1
poa annua,introduced,2
festuca contracta,native,1
parodiochloa flabellata,native,1
phleum alpinum,native,1
reindeer,introduced,1
linepithema humile,native/introduced/alien/invasive,1
pseudacteon,-,1
bromus madritensis ssp. rubens,invasive,1
eriogonum inflatum,native,1
larix principis-rupprechtii,introduced,1
quercus aliena var. acutiserrata,native,1
picea wilsonii,native,1
suminoe oyster (crassostrea ariakensis),introduced,1
eastern oyster (crassostrea virginica),native,1
ambrosia,native,1
aedes flavopictus,native,2
pomacea canaliculata,invasive,32
gmelina arborea,invasive,1
glomus intraradices,-,1
herbaceous plant species,-,1
acacia holosericea,exotic,2
glomus intraradices,introduced,1
australian acacia species,exotic,1
rhizophagus irregularis,-,1
funneliformis mosseae,-,1
claroideoglomus claroideum,-,1
rosa rubiginosa,invasive,8
carthamus dentatus,native,1
carthamus glaucus,native,1
carthamus lanatus,native,1
carthamus tenuis,native,1
carthamus persicus,native,1
carthamus tinctorius,alien,1
datura ferox,invasive,1
angiosperms,-,3
dicots,-,1
monocots,-,1
nonnative species,introduced,5
exotic earthworms,introduced,4
panicum virgatum,native,2
elaeagnus angustifolia,non-native,1
cyprinids,introduced,4
pike,introduced,2
pikeperch,introduced,1
ceriodaphnia sp.,-,1
daphnia,-,2
cyanobacteria,-,8
chlorobiaceae,-,1
acacia longifolia,introduced,4
pinus pinaster,native,7
nonindigenous aquatic species,introduced,1
lumbricus terrestris,invasive,6
quercus rubra,native,2
acer saccharum,native,8
tilia americana,native,1
c4 graminoids,non-indigenous,1
sphagnum cuspidatum,native,1
molinia caerulea,invasive,4
betula spp,invasive,1
cane toads,invasive,7
dung beetles,introduced,1
exotic mammals,introduced,1
invasive pyrophyllic shrub species,invasive,1
avian,native,1
understory plant,native,1
invasive plant,invasive,9
cytisus scoparius l.,invasive,1
grass species,-,1
non-native fish species,non-native,6
exotic species,non-native,3
translocated species,non-native,1
hakea sericea,invasive,3
new zealand indigenous species,native,1
globally invasive plant species,invasive,1
native vegetation,native,4
mytilaster minimus,native,3
brachidontes pharaonis,invasive,10
sponges,-,1
cedrus atlantica,native,1
antigonon leptopus,invasive alien,1
alien species and genotypes,alien,1
resident competitors,native,1
iridomyrmex chasei,native,1
acacia saligna,-,1
raccoon (procyon lotor),invasive,1
mamestra brassicae,-,4
microplitis mediator,-,1
bunias orientalis,invasive,6
bemisia tabaci,native,2
macrolophus pygmaeus,-,1
caspian gull,invasive,1
magpie,native,1
black-headed gull,native,1
grebes,native,1
ducks,native,2
rails,native,2
native gulls,native,1
oryctolagus cuniculus,native,1
vulpes vulpes,native,2
carduus nutans l.,invasive,2
carduus acanthoides l.,invasive,2
penilia avirostris,invasive,1
algae,non-indigenous,1
invertebrates,non-indigenous,2
algae,invasive,4
caulerpa racemosa var. cylindracea,invasive,11
caprella hirsuta,-,1
caprella acanthifera,-,1
caprella santosrosai,-,1
phtisica marina,-,1
pseudoprotella phasma,-,1
caulerpa prolifera,-,1
cymodocea nodosa,-,1
posidonia oceanica,-,5
mya arenaria,introduced,2
neanthes succinea,cryptogenic,1
marenzelleria viridis,introduced,1
potamopyrgus antipodarum,introduced,2
marsh plants,native,1
seagrass,native,2
algae,native,2
epibenthic invertebrates,native,1
endobenthic invertebrates,native,1
invasive engineers,invasive,1
mytilicola intestinalis,introduced,2
mytilicola orientalis,introduced,3
macrocrustaceans,alien,1
crabs,alien,1
athanas dimorphus,alien,1
athanas nitescens,alien,1
cephalothrix cf. simula,introduced,1
nemertea,-,1
palaemon macrodactylus,non-native,2
polysiphonia morrowii,invasive,2
polysiphonia greville,introduced,1
crassostrea gigas,-,3
corophium volutator,native,3
zostera noltii,native,1
spartina anglica,introduced,1
oithona davisae,invasive,3
oithona similis,-,1
oithona,-,1
crangonyx floridanus,introduced,1
freshwater jellyfish,invasive,1
european badger,native,2
crested porcupine,native,1
eastern cottontail,introduced,1
red fox,native,4
pine marten,native,2
stone marten,native,1
wood mouse,native,1
brown rat,native,1
coypu,introduced,2
solidago congeners,invasive,1
asteraceae,invasive,12
poaceae,invasive,7
reynoutria,invasive,2
